resourceId,resourceType,location,tag_Owner,tag_Lab,tag_Scenario
/subscriptions/56d9a9d0-65a3-4aea-9957-ff103f641f9c/resourceGroups/rg-01-eus-src/providers/Microsoft.Network/virtualNetworks/vnet-src-app,Microsoft.Network/virtualNetworks,eastus,,,
